,Adj Close 2023-03-02,Adj Close 2023-03-03,Adj Close 2023-03-06,Adj Close 2023-03-07,Adj Close 2023-03-08,Adj Close 2023-03-09,Adj Close 2023-03-10,Adj Close 2023-03-13,Adj Close 2023-03-14,Adj Close 2023-03-15,Adj Close 2023-03-16,Adj Close 2023-03-17,Adj Close 2023-03-20
A,140.88595581054688,143.13345336914062,142.43731689453125,139.55335998535156,140.1201934814453,138.16110229492188,134.9688720703125,135.93350219726562,137.634033203125,133.28823852539062,136.0627899169922,132.4429168701172,133.79541015625
AAL,16.1200008392334,16.360000610351562,16.1200008392334,16.360000610351562,16.59000015258789,15.880000114440918,15.460000038146973,14.850000381469727,14.65999984741211,13.859999656677246,14.119999885559082,13.979999542236328,13.960000038146973
AAPL,145.51197814941406,150.6179962158203,153.41036987304688,151.1864471435547,152.45297241210938,150.17918395996094,148.0948944091797,150.0595245361328,152.17373657226562,152.57264709472656,155.4248504638672,154.57716369628906,156.97061157226562
ABBV,151.29547119140625,152.94190979003906,152.177490234375,149.87442016601562,146.61097717285156,144.4059295654297,146.71878051757812,148.9140167236328,150.77606201171875,150.9818572998047,152.1970977783203,151.138671875,153.00070190429688
ABNB,122.37999725341797,125.7300033569336,126.33000183105469,126.94000244140625,125.0,119.83999633789062,118.30000305175781,115.95999908447266,116.36000061035156,113.58000183105469,119.98999786376953,118.1500015258789,118.4000015258789
ABT,101.63223266601562,103.43453216552734,101.75106048583984,99.00800323486328,98.43363952636719,96.8987045288086,96.0173568725586,97.23540496826172,97.59190368652344,96.84919738769531,98.06723022460938,96.0668716430664,96.91851043701172
ACGL,70.9000015258789,71.30000305175781,71.69999694824219,70.98999786376953,70.29000091552734,68.37999725341797,66.61000061035156,65.18000030517578,67.33999633789062,62.7400016784668,66.06999969482422,63.150001525878906,65.61000061035156
ACN,262.1795959472656,266.0738220214844,266.4988098144531,261.1318664550781,260.5981750488281,256.74346923828125,250.01251220703125,248.3915557861328,249.54795837402344,243.31126403808594,249.98287963867188,247.09677124023438,249.61715698242188
ADBE,333.5,344.0400085449219,347.0199890136719,344.79998779296875,345.8399963378906,338.3699951171875,329.29998779296875,324.2699890136719,333.3299865722656,333.6099853515625,353.2900085449219,358.1400146484375,362.8800048828125
ADI,182.8409423828125,184.48521423339844,183.7621307373047,183.1876220703125,184.80218505859375,181.82069396972656,180.03775024414062,180.8202667236328,184.8120880126953,181.1966552734375,184.86160278320312,184.08900451660156,185.28753662109375
ADM,79.66899108886719,80.15351867675781,80.48971557617188,78.83839416503906,79.01638793945312,77.11785125732422,75.80272674560547,76.3564682006836,78.06710815429688,75.95104217529297,75.6148452758789,73.4295654296875,76.0697021484375
ADP,218.92337036132812,221.08750915527344,221.844970703125,217.674072265625,218.35281372070312,216.6314697265625,211.2696075439453,211.2597198486328,211.29928588867188,210.9629364013672,213.485595703125,210.93324279785156,213.55482482910156
ADSK,201.1300048828125,207.4600067138672,208.3300018310547,205.47999572753906,204.50999450683594,200.49000549316406,194.02000427246094,197.8699951171875,199.22000122070312,195.7899932861328,200.58999633789062,199.11000061035156,200.4199981689453
